,insee,nom,bureau,bv_reconciliation
874,02648,Ribemont,02648_1,1
875,02648,Ribemont,02648_2,2
876,02722,Soissons,02722_2,2
877,02722,Soissons,02722_3,3
878,02691,Saint-Quentin,02691_9,9
879,02719,Sinceny,02719_1,1
880,02719,Sinceny,02719_2,2
881,02720,Sissonne,02720_1,1
882,02720,Sissonne,02720_2,2
883,02722,Soissons,02722_1,1
884,02691,Saint-Quentin,02691_32,32
885,02691,Saint-Quentin,02691_33,33
886,02722,Soissons,02722_5,5
887,02722,Soissons,02722_6,6
888,02722,Soissons,02722_7,7
889,02722,Soissons,02722_8,8
890,02722,Soissons,02722_9,9
891,02738,Tergnier,02738_1,1
892,02738,Tergnier,02738_11,11
893,02691,Saint-Quentin,02691_35,35
894,02691,Saint-Quentin,02691_36,36
895,02722,Soissons,02722_10,10
896,02722,Soissons,02722_11,11
897,02722,Soissons,02722_13,13
898,02722,Soissons,02722_14,14
899,02722,Soissons,02722_15,15
900,02722,Soissons,02722_16,16
901,02722,Soissons,02722_17,17
902,02722,Soissons,02722_18,18
903,02758,Vailly-sur-Aisne,02758_2,2
904,02691,Saint-Quentin,02691_37,37
905,02691,Saint-Quentin,02691_38,38
906,02691,Saint-Quentin,02691_4,4
909,02805,Villeneuve-Saint-Germain,02805_1,1
910,02805,Villeneuve-Saint-Germain,02805_2,2
911,02810,Villers-Cotterêts,02810_1,1
912,02810,Villers-Cotterêts,02810_3,3
915,02738,Tergnier,02738_2,2
916,02738,Tergnier,02738_3,3
917,02738,Tergnier,02738_4,4
918,02738,Tergnier,02738_5,5
919,02738,Tergnier,02738_6,6
922,02738,Tergnier,02738_7,7
923,02738,Tergnier,02738_8,8
924,02738,Tergnier,02738_9,9
925,02758,Vailly-sur-Aisne,02758_1,1
927,02810,Villers-Cotterêts,02810_4,4
928,02810,Villers-Cotterêts,02810_5,5
929,02810,Villers-Cotterêts,02810_6,6
930,02810,Villers-Cotterêts,02810_7,7
933,02810,Villers-Cotterêts,02810_8,8
934,02820,Viry-Noureuil,02820_2,2
39652,02340,Gauchy,02340_3,3
39653,02381,Hirson,02381_3,3
39656,02408,Laon,02408_9,9
39657,02408,Laon,02408_11,11
39658,02408,Laon,02408_18,18
39659,02691,Saint-Quentin,02691_11,11
39663,02691,Saint-Quentin,02691_34,34
39664,02408,Laon,02408_3,3
39665,02691,Saint-Quentin,02691_28,28
39666,02722,Soissons,02722_4,4
39676,02738,Tergnier,02738_10,10
39677,02722,Soissons,02722_12,12
39678,02722,Soissons,02722_19,19
39679,02820,Viry-Noureuil,02820_1,1
39682,02810,Villers-Cotterêts,02810_2,2
39713,02028,Athies-sous-Laon,02028_2,2
39714,02141,La Capelle,02141_1,1
39715,02168,Château-Thierry,02168_11,11
39716,02168,Château-Thierry,02168_3,3
39717,02173,Chauny,02173_4,4
39723,02243,Crouy,02243_1,1
39724,02290,Essômes-sur-Marne,02290_4,4
39725,02308,Fesmy-le-Sart,02308_1,1
39728,02334,Fresnoy-le-Grand,02334_2,2
40563,02604,Pithon,,1
40680,02812,Villers-Hélon,,1
40732,02043,Bagneux,,1
40736,02428,Licy-Clignon,,1
40737,02225,Courchamps,,1
40738,02087,Bieuxy,,1
40739,02268,Domptin,,1
40740,02767,Vauxrezis,,1
40742,02474,Mennessis,,1
40743,02744,Torcy-en-Valois,,1
40744,02443,Lucy-le-Bocage,,1
40745,02451,Magny-la-Fosse,,1
40746,02363,Guny,,1
40747,02561,Nouvion-le-Vineux,,1
40748,02212,Condren,,1
40749,02030,Aubencheul-aux-Bois,,1
40850,02799,Vierzy,,1
40853,02477,Mercin-et-Vaux,,1
40855,02352,Gouy,,1
40866,02570,Ollezy,,1
40867,02631,Quierzy,,1
40868,02207,Commenchon,,1
40869,02774,Vendelles,,1
40893,02390,Jeancourt,,1
40894,02056,Beaumont-en-Beine,,1
40895,02772,Vaux-en-Vermandois,,1
40896,02081,Béthancourt-en-Vaux,,1
40897,02117,Bray-Saint-Christophe,,1
40905,02718,Silly-la-Poterie,,1
40919,02512,Montigny-l'Allier,,1
40930,02327,Foreste,,1
40932,02514,Montigny-Lengrain,,1
40937,02822,Vivières,,1
40965,02402,Lanchy,,1
40980,02747,Trefcon,,1
40982,02726,Sommette-Eaucourt,,1
40983,02139,Caillouël-Crépigny,,1
40989,02362,Guivry,,1
40990,02140,Camelin,,1
40991,02144,Caulaincourt,,1
41016,02415,Laversine,,1
41132,02568,Oigny-en-Valois,,1
41173,02673,Saint-Christophe-à-Berry,,1
41185,02751,Trucy,,1
41194,02253,Cuisy-en-Almont,,1
41251,02537,Nanteuil-la-Fosse,,1
41253,02190,Chivres-Val,,1
41255,02487,Missy-sur-Aisne,,1
41264,02818,Villiers-Saint-Denis,,1
41330,02714,Sermoise,,1
41331,02711,Serches,,1
41555,02528,Mortefontaine,,1
41744,02795,Vic-sur-Aisne,,1
41749,02504,Montescourt-Lizerolles,,1
41750,02159,Champs,,1
41751,02142,Castres,,1
41752,02539,Nauroy,,1
41753,02303,Fayet,,1
41756,02143,Le Catelet,,1
41758,02242,Crouttes-sur-Marne,,1
41761,02137,Bussiares,,1
41763,02485,Missy-aux-Bois,,1
41781,02622,Priez,,1
41783,02543,Neuilly-Saint-Front,,1
41788,02599,Pierremande,,1
41790,02277,Épagny,,1
41791,02667,Saconin-et-Breuil,,1
41806,02172,Chaudun,,1
41820,02410,Largny-sur-Automne,,1
41830,02793,Vézaponin,,1
41832,02257,Dallon,,1
41837,02534,Muscourt,,1
41846,02063,Bellenglise,,1
41860,02222,Courbes,,1
41867,02441,Louâtre,,1
41879,02576,Osly-Courtil,,1
41880,02496,Monnes,,1
41881,02041,Autreville,,1
41884,02214,Contescourt,,1
41885,02330,Francilly-Selency,,1
41889,02375,Hautevesnes,,1
41941,02211,Condé-sur-Suippe,,1
41943,02133,Bucy-lès-Pierrepont,,1
41944,02073,Berry-au-Bac,,1
41955,02595,Passy-sur-Marne,,1
41967,02094,Blesmes,,1
41971,02148,Celles-sur-Aisne,,1
41975,02698,Sancy-les-Cheminots,,1
41976,02200,Clermont-les-Fermes,,1
41985,02699,Saponay,,1
41986,02083,Beuvardes,,1
41990,02060,Beauvois-en-Vermandois,,1
41991,02815,Villers-Saint-Christophe,,1
41995,02061,Becquigny,,1
42057,02460,Marcy-sous-Marle,,1
42081,02255,Cys-la-Commune,,1
42115,02229,Courtrizy-et-Fussigny,,1
42119,02486,Missy-lès-Pierrepont,,1
42136,02196,Clacy-et-Thierret,,1
42139,02227,Courmont,,1
42142,02817,Ville-Savoye,,1
42153,02249,Cuiry-Housse,,1
42177,02193,Cierges,,1
42183,02655,Ronchères,,1
42202,02421,Lesges,,1
42210,02788,Versigny,,1
42256,02233,Cramaille,,1
42386,02040,Autreppes,,1
42388,02364,Guyencourt,,1
42399,02072,Berrieux,,1
42400,02803,La Ville-aux-Bois-lès-Pontavert,,1
42401,02104,Bouffignereux,,1
42402,02350,Goudelancourt-lès-Pierrepont,,1
42403,02384,Houry,,1
42411,02280,Épieds,,1
42416,02321,Fontaine-lès-Vervins,,1
42417,02136,Burelles,,1
42438,02690,Sainte-Preuve,,1
42446,02735,Tannières,,1
42459,02689,Saint-Pierremont,,1
42460,02584,Papleux,,1
42463,02418,Lerzy,,1
42465,02349,Goudelancourt-lès-Berrieux,,1
42467,02401,Laigny,,1
42470,02432,Limé,,1
42472,02311,Filain,,1
42473,02120,Brenelle,,1
42482,02816,Villers-sur-Fère,,1
42489,02189,Chivres-en-Laonnois,,1
42490,02101,Bosmont-sur-Serre,,1
42491,02357,Gronard,,1
42492,02341,Gercy,,1
42495,02728,Sorbais,,1
42497,02623,Prisces,,1
42516,02463,Marfontaine,,1
42518,02024,Arrancy,,1
42520,02250,Cuiry-lès-Chaudardes,,1
42521,02482,Meurival,,1
42528,02731,Le Sourd,,1
42531,02102,Bouconville-Vauclair,,1
42532,02050,Barzy-en-Thiérache,,1
42533,02068,Berlancourt,,1
42534,02244,Crupilly,,1
42535,02309,Festieux,,1
42536,02624,Proisy,,1
42537,02058,Beaurieux,,1
42545,02047,Barenton-Cel,,1
42567,02274,Ébouleau,,1
42569,02399,Juvincourt-et-Damary,,1
42571,02725,Sommeron,,1
42604,02346,Gizy,,1
42622,02188,Chigny,,1
42623,02106,Bourg-et-Comin,,1
42624,02523,Mont-Saint-Martin,,1
42627,02824,Vorges,,1
42628,02156,Chalandry,,1
42629,02508,Monthenault,,1
42631,02379,Le Hérie-la-Viéville,,1
42667,02373,Hary,,1
42673,02337,Froidestrées,,1
42689,02178,Chermizy-Ailles,,1
42690,02764,Vassogne,,1
42691,02609,Ployart-et-Vaurseine,,1
42692,02578,Oulches-la-Vallée-Foulon,,1
42693,02396,Jumigny,,1
42705,02583,Pancy-Courtecon,,1
42706,02531,Moussy-Verneuil,,1
42707,02697,Samoussy,,1
42708,02455,Malzy,,1
42709,02493,Monceau-le-Waast,,1
42710,02414,Lavaqueresse,,1
42711,02283,Erlon,,1
42713,02182,Chevennes,,1
42714,02103,Boué,,1
42715,02067,Bergues-sur-Sambre,,1
42716,02353,Grandlup-et-Fay,,1
42717,02550,Neuville-sur-Ailette,,1
42718,02582,Paissy,,1
42719,02588,Pargnan,,1
42720,02088,Bièvres,,1
42721,02587,Parfondru,,1
42722,02573,Orgeval,,1
42723,02494,Monceau-sur-Oise,,1
42724,02206,Colonfay,,1
42735,02513,Montigny-le-Franc,,1
42736,02737,Tavaux-et-Pontséricourt,,1
42739,02013,Amifontaine,,1
42747,02501,Montchâlons,,1
42748,02745,Toulis-et-Attencourt,,1
42751,02453,Maizy,,1
42752,02827,Voyenne,,1
42753,02338,Froidmont-Cohartille,,1
42754,02282,Eppes,,1
42755,02759,La Vallée-au-Blé,,1
42756,02469,Marly-Gomont,,1
42757,02252,Cuissy-et-Geny,,1
42758,02654,Romery,,1
42759,02416,Lemé,,1
42760,02832,Wiège-Faty,,1
42761,02823,Voharies,,1
42762,02791,Veslud,,1
42763,02547,La Neuville-Housset,,1
42764,02286,Esquéhéries,,1
42774,02809,Villers-Agron-Aiguizy,,1
42778,02789,Vervins,,1
42793,02033,Aubigny-en-Laonnois,,1
42807,02324,Fontenelle,,1
42830,02629,Puisieux-et-Clanlieu,,1
42839,02675,Sainte-Croix,,1
42840,02235,Craonnelle,,1
42842,02657,Rougeries,,1
42843,02742,Thiernu,,1
42847,02218,Coucy-lès-Eppes,,1
42849,02171,Chaudardes,,1
42883,02209,Condé-en-Brie,,1
42898,02515,Montigny-lès-Condé,,1
42899,02223,Courboin,,1
42900,02146,Celles-lès-Condé,,1
42901,02677,Saint-Eugène,,1
42902,02590,Pargny-la-Dhuys,,1
42904,02518,Montlevon,,1
42906,02559,Nouvion-et-Catillon,,1
42907,02766,Vaudesson,,1
42908,02036,Augy,,1
42909,02763,Vasseny,,1
42910,02230,Couvrelles,,1
42911,02478,Merlieux-et-Fouquerolles,,1
42935,02765,Vaucelles-et-Beffecourt,,1
42936,02625,Proix,,1
42937,02784,Petit-Verly,,1
42938,02054,Bazoches-et-Saint-Thibaut,,1
42939,02612,Pont-Arcy,,1
42942,02748,Trélou-sur-Marne,,1
42943,02682,Saint-Mard,,1
42944,02271,Dravegny,,1
42945,02220,Coulonges-Cohan,,1
42946,02224,Courcelles-sur-Vesle,,1
42947,02183,Chevregny,,1
42948,02581,Paars,,1
42949,02797,Viel-Arcy,,1
42950,02773,Vauxtin,,1
42953,02730,Soupir,,1
42955,02520,Mont-Notre-Dame,,1
42956,02205,Colligis-Crandelain,,1
42957,02115,Braye-en-Laonnois,,1
42958,02179,Chéry-Chartreuve,,1
42959,02263,Dhuizel,,1
42960,02490,Monampteuil,,1
42961,02429,Lierval,,1
42998,02664,Rozoy-Bellevalle,,1
43001,02800,Viffort,,1
43003,02129,Bruys,,1
43008,02505,Montfaucon,,1
43009,02281,L'Épine-aux-Bois,,1
43010,02540,Nesles-la-Montagne,,1
43011,02289,Essises,,1
43033,02703,Seboncourt,,1
43034,02238,Crépy,,1
43037,02741,Thenelles,,1
43038,02732,Surfontaine,,1
43039,02560,Nouvion-le-Comte,,1
43040,02640,Renansart,,1
43042,02552,Neuvillette,,1
43043,02511,Montigny-en-Arrouaise,,1
43044,02070,Bernot,,1
43048,02347,Gland,,1
43058,02602,Pinon,,1
43059,02492,Monceau-lès-Leups,,1
43060,02447,Maast-et-Violaine,,1
43061,02210,Condé-sur-Aisne,,1
43062,02195,Ciry-Salsogne,,1
43064,02010,Allemant,,1
43065,02757,Vadencourt,,1
43066,02806,Villeneuve-sur-Fère,,1
43067,02329,Fourdrain,,1
43068,02122,Brie,,1
43070,02524,Mont-Saint-Père,,1
43071,02328,Fossoy,,1
43072,02293,Étaves-et-Bocquiaux,,1
43073,02592,Parpeville,,1
43074,02450,Macquigny,,1
43075,02306,La Ferté-Chevresis,,1
43076,02184,Chevresis-Monceau,,1
43077,02713,Seringes-et-Nesles,,1
43079,02712,Sergy,,1
43088,02636,Regny,,1
43089,02721,Sissy,,1
43090,02717,Séry-lès-Mézières,,1
43091,02459,Marcy,,1
43092,02448,Mâchecourt,,1
43093,02322,Fontaine-Notre-Dame,,1
43094,02127,Bruyères-sur-Fère,,1
43095,02310,Fieulaine,,1
43096,02123,Brissay-Choigny,,1
43097,02187,Chierry,,1
43098,02017,Anguilcourt-le-Sart,,1
43100,02114,Brasles,,1
43102,02781,Verdilly,,1
43103,02834,Wissignicourt,,1
43104,02119,Brécy,,1
43105,02536,Nampteuil-sous-Muret,,1
43106,02533,Muret-et-Crouttes,,1
43107,02685,Saint-Nicolas-aux-Bois,,1
43108,02335,Fressancourt,,1
43109,02400,Laffaux,,1
43110,02203,Coincy,,1
43111,02768,Vauxaillon,,1
43113,02213,Connigis,,1
43115,02239,Crézancy,,1
43116,02484,Mézy-Moulins,,1
43118,02430,Liesse-Notre-Dame,,1
43127,02510,Monthurel,,1
43128,02166,Chartèves,,1
43131,02620,Presles-et-Boves,,1
43132,02633,Quincy-sous-le-Mont,,1
43134,02194,Cilly,,1
43135,02284,Erloy,,1
43136,02377,Haution,,1
43137,02652,Rogny,,1
43138,02670,Saint-Algis,,1
43139,02681,Saint-Gobert,,1
43141,02826,Voulpaix,,1
43142,02613,Pontavert,,1
43143,02545,La Neuville-Bosmont,,1
43144,02498,Montaigu,,1
43156,02164,Le Charmel,,1
43157,02051,Barzy-sur-Marne,,1
43158,02332,Fresnes-en-Tardenois,,1
43159,02389,Jaulgonne,,1
43160,02228,Courtemont-Varennes,,1
43161,02442,Loupeigne,,1
43162,02645,Reuilly-Sauvigny,,1
43163,02462,Mareuil-en-Dôle,,1
43164,02589,Pargny-Filain,,1
43165,02176,Chavonne,,1
43166,02393,Jouaignes,,1
43167,02577,Ostel,,1
43168,02152,Cerseuil,,1
43169,02110,Braine,,1
43170,02008,Aizy-Jouy,,1
43171,02174,Chavignon,,1
43172,02427,Lhuys,,1
43173,02167,Chassemy,,1
43186,02342,Gergny,,1
43247,02777,Vendières,,1
43260,02132,Bucy-lès-Cerny,,1
43261,02022,Arcy-Sainte-Restitue,,1
43568,02044,Bancigny,,1
43769,02134,Buire,,1
43770,02278,Éparcy,,1
43866,02440,Lor,,1
43901,02678,Sainte-Geneviève,,1
43932,02204,Coingt,,1
43946,02723,Soize,,1
43947,02674,Saint-Clément,,1
43948,02556,Noircourt,,1
43949,02526,Morgny-en-Thiérache,,1
43950,02519,Montloué,,1
43951,02391,Jeantes,,1
43953,02266,Dolignon,,1
43954,02251,Cuiry-lès-Iviers,,1
43955,02181,Chéry-lès-Rozoy,,1
43956,02130,Bucilly,,1
43957,02079,Besmont,,1
43958,02743,Le Thuel,,1
43959,02069,Berlise,,1
43960,02021,Archon,,1
43977,02634,Raillimont,,1
43993,02265,Dohis,,1
43994,02831,Watigny,,1
43996,02126,Brunehamel,,1
43997,02354,Grandrieux,,1
43998,02660,Rouvroy-sur-Serre,,1
44000,02020,Any-Martin-Rieux,,1
44001,02031,Aubenton,,1
44003,02055,Beaumé,,1
44004,02666,Rozoy-sur-Serre,,1
44062,02586,Parfondeval,,1
44064,02425,Leuze,,1
44065,02388,Iviers,,1
47384,02470,Martigny,,1
47515,02435,Logny-lès-Aubenton,,1
47519,02522,Mont-Saint-Jean,,1
47641,02038,Les Autels,,1
47642,02642,Résigny,,1
47976,02610,Pommiers,,1
48257,02495,Mondrepuis,,1
48267,02489,Molinchart,,1
48268,02760,La Vallée-Mulâtre,,1
48269,02755,Urcel,,1
48270,02821,Vivaise,,1
48271,02683,Saint-Martin-Rivière,,1
48273,02563,Noyales,,1
48274,02497,Mons-en-Laonnois,,1
48275,02476,Mennevret,,1
48276,02027,Assis-sur-Serre,,1
48277,02151,Cerny-lès-Bucy,,1
48279,02575,Origny-Sainte-Benoite,,1
48281,02503,Mont-d'Origny,,1
48282,02480,Mesbrecourt-Richecourt,,1
48283,02769,Vaux-Andigny,,1
48397,02345,Gibercourt,,1
48476,02499,Montbavin,,1
48477,02813,Villers-le-Sec,,1
48479,02638,Remies,,1
48481,02605,Pleine-Selve,,1
48483,02006,Aisonville-et-Bernoville,,1
48486,02231,Couvron-et-Aumencourt,,1
48487,02358,Grougis,,1
48488,02376,Hauteville,,1
48704,02097,Boncourt,,1
48870,02317,Fluquières,,1
48998,02716,Servais,,1
49024,02023,Armentières-sur-Ourcq,,1
49123,02108,Bourguignon-sous-Montbavin,,1
49125,02661,Royaucourt-et-Chailvet,,1
49126,02407,Laniscourt,,1
49127,02488,Molain,,1
49128,02155,Chaillevois,,1
49250,02775,Vendeuil,,1
49519,02658,Roupy,,1
49536,02221,Coupru,,1
49621,02596,Pavant,,1
49866,02372,Hartennes-et-Taux,,1
49869,02198,Clamecy,,1
49870,02042,Azy-sur-Marne,,1
50043,02312,La Flamengrie,,1
50087,02351,Goussancourt,,1
50092,02668,Sains-Richaumont,,1
50094,02385,Housset,,1
50095,02269,Dorengt,,1
50113,02794,Vézilly,,1
50121,02169,Châtillon-lès-Sons,,1
50122,02814,Villers-lès-Guise,,1
50126,02261,Dercy,,1
50136,02177,Chérêt,,1
50137,02787,Verneuil-sur-Serre,,1
50138,02150,Cerny-en-Laonnois,,1
50139,02048,Barenton-sur-Serre,,1
50141,02471,Martigny-Courpierre,,1
50142,02157,Chambry,,1
50146,02548,La Neuville-lès-Dorengt,,1
50148,02298,Étreux,,1
50149,02386,Iron,,1
50150,02569,Oisy,,1
50152,02727,Sons-et-Ronchères,,1
50154,02778,Vendresse-Beaulne,,1
50155,02096,Bois-lès-Pargny,,1
50156,02529,Mortiers,,1
50157,02091,Blanzy-lès-Fismes,,1
50158,02128,Bruyères-et-Montbérault,,1
50288,02530,Moulins,,1
50290,02158,Chamouille,,1
50291,02565,Œuilly,,1
50293,02585,Parcy-et-Tigny,,1
50316,02245,Cuffies,,1
50341,02715,Serval,,1
50349,02046,Barenton-Bugny,,1
50725,02554,Nogentel,,1
50754,02082,Beugneux,,1
50764,02619,Prémontré,,1
50766,02111,Brancourt-en-Laonnois,,1
50767,02412,Launoy,,1
50769,02012,Ambrief,,1
50771,02292,Étampes-sur-Marne,,1
50808,02780,Venizel,,1
50816,02118,Braye,,1
50833,02651,Rogécourt,,1
50835,02260,Danizy,,1
50836,02170,Châtillon-sur-Oise,,1
50837,02464,Margival,,1
50838,02828,Vregny,,1
50839,02085,Bézu-Saint-Germain,,1
50842,02538,Nanteuil-Notre-Dame,,1
50851,02154,Chacrise,,1
50852,02112,Brancourt-le-Grand,,1
50857,02707,Septvaux,,1
50858,02406,Landricourt,,1
50859,02665,Grand-Rozoy,,1
50860,02272,Droizy,,1
50861,02483,Mézières-sur-Oise,,1
50862,02288,Essigny-le-Petit,,1
50864,02240,Croix-Fonsomme,,1
50865,02075,Berthenicourt,,1
50866,02016,Andelain,,1
50894,02798,Viels-Maisons,,1
50906,02074,Bertaucourt-Epourdon,,1
50907,02632,Quincy-Basse,,1
50908,02829,Vuillery,,1
50910,02473,Mayot,,1
50912,02319,Fonsomme,,1
50913,02165,Charmes,,1
50915,02002,Achery,,1
50916,02551,Neuville-sur-Margival,,1
50919,02649,Rocourt-Saint-Martin,,1
50921,02037,Aulnois-sous-Laon,,1
50922,02366,Hannapes,,1
50923,02422,Lesquielles-Saint-Germain,,1
50925,02035,Audigny,,1
50926,02491,Monceau-le-Neuf-et-Faucouzy,,1
50927,02591,Pargny-les-Bois,,1
50928,02779,Vénérolles,,1
50929,02621,Presles-et-Thierny,,1
50930,02237,Crécy-sur-Serre,,1
50938,02403,Landifay-et-Bertaignemont,,1
50939,02753,Tupigny,,1
50988,02618,Prémont,,1
50989,02124,Brissy-Hamégicourt,,1
50999,02052,Bassoles-Aulers,,1
51013,02647,Ribeauville,,1
51025,02191,Chivy-lès-Étouvelles,,1
51026,02294,Étouvelles,,1
51030,02215,Corbeny,,1
51042,02600,Pierrepont,,1
51051,02080,Besny-et-Loizy,,1
51052,02180,Chéry-lès-Pouilly,,1
51053,02783,Grand-Verly,,1
51054,02413,Laval-en-Laonnois,,1
51055,02517,Montigny-sur-Crécy,,1
51057,02617,Pouilly-sur-Serre,,1
51058,02830,Wassigny,,1
51062,02039,Autremencourt,,1
51063,02208,Concevreux,,1
51064,02276,Englancourt,,1
51066,02331,Franqueville,,1
51067,02419,Leschelle,,1
51069,02444,Lugny,,1
51070,02516,Montigny-sous-Marle,,1
51071,02472,Mauregny-en-Haye,,1
51072,02790,Vesles-et-Caumont,,1
51076,02234,Craonne,,1
51123,02688,Saint-Pierre-lès-Franqueville,,1
51125,02457,Marchais,,1
51165,02656,Roucy,,1
51210,02248,Cuirieux,,1
51211,02696,Saint-Thomas,,1
51212,02007,Aizelles,,1
51275,02704,Selens,,1
51295,02686,Saint-Paul-aux-Bois,,1
51312,02065,Bellicourt,,1
51313,02355,Gricourt,,1
51314,02615,Pontruet,,1
51319,02100,Bony,,1
51320,02449,Macogny,,1
51321,02467,Marizy-Saint-Mard,,1
51322,02792,Veuilly-la-Poterie,,1
51323,02267,Dommiers,,1
51326,02216,Corcy,,1
51391,02710,Seraucourt-le-Grand,,1
51392,02465,Marigny-en-Orxois,,1
51393,02438,Longpont,,1
51421,02397,Jussy,,1
51423,02199,Clastres,,1
51424,02736,Tartiers,,1
51425,02084,Bézu-le-Guéry,,1
51434,02192,Chouy,,1
51435,02336,Frières-Faillouël,,1
51436,02750,Trosly-Loire,,1
51449,02273,Dury,,1
51452,02598,Pernant,,1
51473,02628,Puiseux-en-Retz,,1
51520,02680,Saint-Gobain,,1
51557,02254,Cutry,,1
51558,02320,Fontaine-lès-Clercs,,1
51559,02614,Pontru,,1
51561,02776,Vendhuile,,1
51564,02557,Noroy-sur-Ourcq,,1
51566,02011,Ambleny,,1
51567,02527,Morsain,,1
51568,02015,Ancienville,,1
51569,02687,Saint-Pierre-Aigle,,1
51573,02025,Artemps,,1
51574,02679,Saint-Gengoulph,,1
51575,02521,Montreuil-aux-Lions,,1
51576,02326,Fontenoy,,1
51577,02807,Villequier-Aumont,,1
51578,02086,Bichancourt,,1
51585,02694,Saint-Simon,,1
51586,02562,Nouvron-Vingré,,1
51587,02417,Lempire,,1
51589,02001,Abbécourt,,1
51590,02456,Manicamp,,1
51591,02452,Maissemy,,1
51592,02594,Passy-en-Valois,,1
51593,02782,Le Verguier,,1
51594,02258,Dammard,,1
51595,02315,Flavy-le-Martel,,1
51596,02145,Caumont,,1
51597,02370,Hargicourt,,1
51598,02339,Gandelu,,1
51600,02302,Faverolles,,1
51608,02546,La Neuville-en-Beine,,1
51609,02296,Étreillers,,1
51610,02246,Cugny,,1
51611,02259,Dampleux,,1
51612,02316,Fleury,,1
51613,02071,Berny-Rivière,,1
51614,02093,Blérancourt,,1
51622,02785,Vermand,,1
51624,02506,Montgobert,,1
51630,02185,Chézy-en-Orxois,,1
51634,02752,Tugny-et-Pont,,1
51635,02542,Neuflieux,,1
51636,02107,Bourguignon-sous-Coucy,,1
51637,02078,Besmé,,1
51643,02762,Vassens,,1
51645,02461,Marest-Dampcourt,,1
51646,02672,Saint-Bandry,,1
51647,02643,Ressons-le-Long,,1
51648,02201,Cœuvres-et-Valsery,,1
51649,02029,Attilly,,1
51650,02367,Happencourt,,1
51651,02754,Ugny-le-Gay,,1
51654,02307,La Ferté-Milon,,1
51655,02125,Brumetz,,1
51668,02019,Annois,,1
51669,02702,Savy,,1
51670,02466,Marizy-Sainte-Geneviève,,1
51671,02382,Holnon,,1
51699,02671,Saint-Aubin,,1
51702,02749,Troësnes,,1
51704,02566,Ognes,,1
51717,02808,Villeret,,1
51719,02639,Remigny,,1
51721,02571,Omissy,,1
51722,02446,Ly-Fontaine,,1
51723,02431,Liez,,1
51724,02175,Chavigny,,1
51725,02593,Pasly,,1
51737,02062,Belleau,,1
51742,02701,Saulchery,,1
51747,02796,Vichel-Nanteuil,,1
51748,02509,Monthiers,,1
51753,02359,Grugies,,1
51755,02770,Vauxbuin,,1
51759,02607,Ploisy,,1
51776,02662,Rozet-Saint-Albin,,1
51786,02318,Folembray,,1
51787,02380,Hinacourt,,1
51793,02287,Essigny-le-Grand,,1
51794,02291,Estrées,,1
51796,02374,Lehaucourt,,1
51797,02616,Pont-Saint-Mard,,1
51807,02724,Sommelans,,1
51836,02032,Aubigny-aux-Kaisnes,,1
51964,02005,Aguilcourt,,1
51968,02160,Chaourse,,1
51970,02802,La Ville-aux-Bois-lès-Dizy,,1
51973,02627,Proviseux-et-Plesnoy,,1
51986,02404,Landouzy-la-Cour,,1
51988,02801,Vigneux-Hocquet,,1
51989,02761,Variscourt,,1
51990,02705,La Selve,,1
52028,02076,Bertricourt,,1
52033,02369,Harcigny,,1
52034,02650,Rocquigny,,1
52088,02553,Nizy-le-Comte,,1
52092,02004,Agnicourt-et-Séchelles,,1
52094,02626,Prouvais,,1
52095,02409,Lappion,,1
52096,02116,Braye-en-Thiérache,,1
52097,02295,Étréaupont,,1
52098,02109,La Bouteille,,1
52099,02445,Luzoir,,1
52100,02740,Thenailles,,1
