,insee,nom,bureau,bv_reconciliation,bv_id
65969,62438,Hermaville,nan,1,62438_1
65989,62479,Labeuvrière,nan,1,62479_1
65990,62418,Hauteville,nan,1,62418_1
65992,62434,La Herlière,nan,1,62434_1
65993,62741,Saint-Amand,nan,1,62741_1
65994,62347,Fosseux,nan,1,62347_1
65995,62086,Bavincourt,nan,1,62086_1
65998,628,Souastre,nan,1,628_1
65999,62118,Béthonsart,nan,1,62118_1
66000,62785,Savy-Berlette,nan,1,62785_1
66003,62441,Hermin,nan,1,62441_1
66011,62377,Gosnay,nan,1,62377_1
66013,62045,Aubigny-en-Artois,nan,1,62045_1
66014,62465,Humbercamps,nan,1,62465_1
66015,62012,Agnières,nan,1,62012_1
66022,62747,Saint-Floris,nan,1,62747_1
66039,62574,Mingoval,nan,1,62574_1
66099,62515,Ligny-Thilloy,nan,1,62515_1
66106,62428,Hénin-sur-Cojeul,nan,1,62428_1
66109,62776,Sapignies,nan,1,62776_1
66110,62611,Neuville-Vitasse,nan,1,62611_1
66111,62324,Farbus,nan,1,62324_1
66112,62306,Ervillers,nan,1,62306_1
66113,62144,Boiry-Becquerelle,nan,1,62144_1
66114,62129,Biefvillers-lès-Bapaume,nan,1,62129_1
66115,62103,Béhagnies,nan,1,62103_1
66116,62064,Avesnes-lès-Bapaume,nan,1,62064_1
66117,62042,Athies,nan,1,62042_1
66142,62152,Boisleux-Saint-Marc,nan,1,62152_1
66152,62374,Gomiécourt,nan,1,62374_1
66155,62131,Bihucourt,nan,1,62131_1
66156,62387,Grévillers,nan,1,62387_1
66157,62529,Lorgies,nan,1,62529_1
66158,62406,Hamelincourt,nan,1,62406_1
66206,62172,Boyelles,nan,1,62172_1
66211,62148,Bois-Bernard,nan,1,62148_1
66212,62612,Neuvireuil,nan,1,62612_1
66214,62311,Estevelles,nan,1,62311_1
66221,62855,Villers-au-Flos,nan,1,62855_1
66224,62639,Oppy,nan,1,62639_1
66226,62392,Guémappe,nan,1,62392_1
66228,62708,Riencourt-lès-Bapaume,nan,1,62708_1
66229,62829,Le Transloy,nan,1,62829_1
66231,62079,Bancourt,nan,1,62079_1
66237,62107,Bénifontaine,nan,1,62107_1
66243,62864,Vis-en-Artois,nan,1,62864_1
66245,62145,Boiry-Notre-Dame,nan,1,62145_1
66260,62343,Fontaine-lès-Croisilles,nan,1,62343_1
66261,62839,Vaulx-Vraucourt,nan,1,62839_1
66262,62715,Rocquigny,nan,1,62715_1
66263,62353,Frémicourt,nan,1,62353_1
66264,62285,Écoust-Saint-Mein,nan,1,62285_1
66265,62718,Rœux,nan,1,62718_1
66266,62358,Fresnoy-en-Gohelle,nan,1,62358_1
66283,62493,Lebucquière,nan,1,62493_1
66284,62591,Morchies,nan,1,62591_1
66285,62484,Lagnicourt-Marcel,nan,1,62484_1
66287,62424,Hendecourt-lès-Cagnicourt,nan,1,62424_1
66288,62476,Izel-lès-Équerchin,nan,1,62476_1
66289,62122,Beugny,nan,1,62122_1
66291,6241,Haplincourt,nan,1,6241_1
66292,62082,Barastre,nan,1,62082_1
66293,62619,Noreuil,nan,1,62619_1
66299,62816,Tilloy-lès-Hermaville,nan,1,62816_1
66305,62223,Chérisy,nan,1,62223_1
66311,6266,Plouvain,nan,1,6266_1
66313,6265,Pelves,nan,1,6265_1
66325,62355,Fresnes-lès-Montauban,nan,1,62355_1
66326,62185,Bullecourt,nan,1,62185_1
66396,62195,Calonne-sur-la-Lys,nan,1,62195_1
66397,62584,Mont-Bernanchon,nan,1,62584_1
66502,62375,Gommecourt,nan,1,62375_1
66530,62847,Verquigneul,nan,1,62847_1
66544,6238,Gouy-Servins,nan,1,6238_1
66547,62579,Monchy-au-Bois,nan,1,62579_1
66548,62689,Ransart,nan,1,62689_1
66549,62115,Berneville,nan,1,62115_1
66550,62085,Basseux,nan,1,62085_1
66551,62097,Beaumetz-lès-Loges,nan,1,62097_1
66552,62011,Agnez-lès-Duisans,nan,1,62011_1
66553,62007,Acq,nan,1,62007_1
66554,62279,Duisans,nan,1,62279_1
66559,62712,Rivière,nan,1,62712_1
66560,62854,Villers-au-Bois,nan,1,62854_1
66561,62672,Puisieux,nan,1,62672_1
66562,62339,Fleury,nan,1,62339_1
66563,62422,Hébuterne,nan,1,62422_1
66565,6232,Étrun,nan,1,6232_1
66568,62878,Warlus,nan,1,62878_1
66588,62378,Gouves,nan,1,62378_1
66590,62793,Servins,nan,1,62793_1
66591,62409,Hannescamps,nan,1,62409_1
66592,62199,Camblain-l'Abbé,nan,1,62199_1
66598,62278,Drouvin-le-Marais,nan,1,62278_1
66660,62415,Haute-Avesnes,nan,1,62415_1
66664,62211,Capelle-Fermont,nan,1,62211_1
66668,62625,Noyelles-lès-Humières,nan,1,62625_1
66669,62586,Montenescourt,nan,1,62586_1
66670,62836,Vaudricourt,nan,1,62836_1
66671,62198,Cambligneul,nan,1,62198_1
66672,6235,Fouquières-lès-Béthune,nan,1,6235_1
66673,62456,Houchin,nan,1,62456_1
66707,62796,Simencourt,nan,1,62796_1
66708,62074,Bailleulval,nan,1,62074_1
66709,62112,Berles-au-Bois,nan,1,62112_1
66710,62578,Monchiet,nan,1,62578_1
66730,62341,Foncquevillers,nan,1,62341_1
66732,62874,Wanquetin,nan,1,62874_1
66736,6213,Bienvillers-au-Bois,nan,1,6213_1
66737,62733,Sailly-au-Bois,nan,1,62733_1
66738,62072,Bailleulmont,nan,1,62072_1
66740,62314,Estrée-Cauchy,nan,1,62314_1
66742,62093,Beaulencourt,nan,1,62093_1
66747,62426,Héninel,nan,1,62426_1
66754,62582,Monchy-le-Preux,nan,1,62582_1
66755,62369,Gavrelle,nan,1,62369_1
66756,62121,Beugnâtre,nan,1,62121_1
66757,62323,Fampoux,nan,1,62323_1
66820,62039,Arleux-en-Gohelle,nan,1,62039_1
66829,62399,Habarcq,nan,1,62399_1
66846,62326,Favreuil,nan,1,62326_1
66847,62593,Morval,nan,1,62593_1
66851,6226,Croix-en-Ternois,nan,1,6226_1
66870,62797,Siracourt,nan,1,62797_1
66882,62258,Croisette,nan,1,62258_1
66883,62668,Prédefin,nan,1,62668_1
66900,62631,Nuncq-Hautecôte,nan,1,62631_1
66901,62581,Monchy-Cayeux,nan,1,62581_1
66902,62342,Fontaine-lès-Boulans,nan,1,62342_1
66903,62435,Herlincourt,nan,1,62435_1
66904,62451,Heuchin,nan,1,62451_1
66905,62283,Écoivres,nan,1,62283_1
66906,62883,Wavrans-sur-Ternoise,nan,1,62883_1
66907,62336,Fléchin,nan,1,62336_1
66918,62154,Bonnières,nan,1,62154_1
66936,62513,Ligny-sur-Canche,nan,1,62513_1
66937,62036,Anvin,nan,1,62036_1
66939,62655,Pierremont,nan,1,62655_1
66941,62485,Laires,nan,1,62485_1
66942,62109,Bergueneuse,nan,1,62109_1
66944,62811,Thérouanne,nan,1,62811_1
66960,62761,Saint-Martin-sur-Cojeul,nan,1,62761_1
66961,62331,Feuchy,nan,1,62331_1
66962,62073,Bailleul-Sir-Berthoult,nan,1,62073_1
66963,62892,Willerval,nan,1,62892_1
66964,62873,Wancourt,nan,1,62873_1
66979,62754,Saint-Léger,nan,1,62754_1
66982,62594,Mory,nan,1,62594_1
67000,62304,Erny-Saint-Julien,nan,1,62304_1
67009,62714,Roclincourt,nan,1,62714_1
67010,62876,Warlencourt-Eaucourt,nan,1,62876_1
67011,62777,Le Sars,nan,1,62777_1
67018,6281,Thélus,nan,1,6281_1
67019,62561,Martinpuich,nan,1,62561_1
67020,62606,Neuve-Chapelle,nan,1,62606_1
67021,62151,Boisleux-au-Mont,nan,1,62151_1
67022,62005,Achiet-le-Grand,nan,1,62005_1
67028,62568,Mercatel,nan,1,62568_1
67032,62597,Moyenneville,nan,1,62597_1
67040,62248,Courcelles-le-Comte,nan,1,62248_1
67216,62609,Neuville-Saint-Vaast,nan,1,62609_1
67245,62332,Ficheux,nan,1,62332_1
67246,62213,Carency,nan,1,62213_1
67249,62147,Boiry-Sainte-Rictrude,nan,1,62147_1
67250,62507,Liencourt,nan,1,62507_1
67251,62262,Cuinchy,nan,1,62262_1
67252,6233,Festubert,nan,1,6233_1
67269,62135,Blairville,nan,1,62135_1
67273,62869,Wailly,nan,1,62869_1
67274,62009,Adinfer,nan,1,62009_1
67276,62851,Vieille-Chapelle,nan,1,62851_1
67280,62272,Douchy-lès-Ayette,nan,1,62272_1
67291,62068,Ayette,nan,1,62068_1
67293,62879,Warluzel,nan,1,62879_1
67302,62253,Couturelle,nan,1,62253_1
67304,6286,Villers-Sir-Simon,nan,1,6286_1
67308,62544,Manin,nan,1,62544_1
67309,62532,Lozinghem,nan,1,62532_1
67336,62181,Bucquoy,nan,1,62181_1
67338,62693,Rebreuve-Ranchicourt,nan,1,62693_1
67339,62713,Robecq,nan,1,62713_1
67340,62425,Hendecourt-lès-Ransart,nan,1,62425_1
67343,62002,Ablainzevelle,nan,1,62002_1
67345,62856,Villers-Brûlin,nan,1,62856_1
67356,6243,Hénu,nan,1,6243_1
67357,62242,Couin,nan,1,62242_1
67368,62362,Frévillers,nan,1,62362_1
67371,62084,Barly,nan,1,62084_1
67373,6263,Noyelle-Vion,nan,1,6263_1
67379,6289,Willeman,nan,1,6289_1
67381,62702,Remilly-Wirquin,nan,1,62702_1
67382,62504,Leulinghem,nan,1,62504_1
67383,62722,Rougefay,nan,1,62722_1
67384,62696,Reclinghem,nan,1,62696_1
67407,62142,Blingel,nan,1,62142_1
67409,62565,Mencas,nan,1,62565_1
67410,62794,Setques,nan,1,62794_1
67411,6247,Incourt,nan,1,6247_1
67412,62541,Maisoncelle,nan,1,62541_1
67413,62828,Tramecourt,nan,1,62828_1
67422,62477,Izel-lès-Hameau,nan,1,62477_1
67439,6258,Monchy-Breton,nan,1,6258_1
67440,62804,Sus-Saint-Léger,nan,1,62804_1
67441,62061,Averdoingt,nan,1,62061_1
67442,62813,La Thieuloye,nan,1,62813_1
67452,62182,Buire-au-Bois,nan,1,62182_1
67454,62905,Zudausques,nan,1,62905_1
67455,62411,Haravesnes,nan,1,62411_1
67456,62756,Sainte-Marie-Kerque,nan,1,62756_1
67459,62881,Beauvoir-Wavans,nan,1,62881_1
67461,62562,Matringhem,nan,1,62562_1
67462,62047,Aubrometz,nan,1,62047_1
67464,62026,Ambricourt,nan,1,62026_1
67469,62533,Lugy,nan,1,62533_1
67472,62605,Neulette,nan,1,62605_1
67478,62267,Dennebrœucq,nan,1,62267_1
67508,62644,Ouve-Wirquin,nan,1,62644_1
67513,62365,Galametz,nan,1,62365_1
67514,62357,Fresnoy,nan,1,62357_1
67515,6279,Senlis,nan,1,6279_1
67516,62209,Canlers,nan,1,62209_1
67517,62067,Avroult,nan,1,62067_1
67523,62514,Ligny-Saint-Flochel,nan,1,62514_1
67524,62558,Marquay,nan,1,62558_1
67525,6234,Floringhem,nan,1,6234_1
67527,62553,Marest,nan,1,62553_1
67528,625,Lespesses,nan,1,625_1
67529,62111,Berlencourt-le-Cauroy,nan,1,62111_1
67532,6259,Monts-en-Ternois,nan,1,6259_1
67549,62316,Estrée-Wamin,nan,1,62316_1
67550,6264,Orville,nan,1,6264_1
67551,6203,Amplier,nan,1,6203_1
67552,62091,Beaudricourt,nan,1,62091_1
67553,62809,Ternas,nan,1,62809_1
67554,62381,Gouy-en-Ternois,nan,1,62381_1
67555,62641,Ostreville,nan,1,62641_1
67556,6275,Saint-Hilaire-Cottes,nan,1,6275_1
67557,62564,Mazinghem,nan,1,62564_1
67558,6262,Norrent-Fontes,nan,1,6262_1
67559,62537,Magnicourt-sur-Canche,nan,1,62537_1
67560,6272,Rombly,nan,1,6272_1
67561,62508,Lières,nan,1,62508_1
67562,62029,Amettes,nan,1,62029_1
67563,62028,Ames,nan,1,62028_1
67568,62071,Bailleul-lès-Pernes,nan,1,62071_1
67595,62166,Bours,nan,1,62166_1
67596,62669,Pressy,nan,1,62669_1
67597,62348,Foufflin-Ricametz,nan,1,62348_1
67599,62652,Pernes,nan,1,62652_1
67600,62058,Aumerval,nan,1,62058_1
67602,62486,Lambres,nan,1,62486_1
67604,62717,Roëllecourt,nan,1,62717_1
67606,62368,Gaudiempré,nan,1,62368_1
67607,62798,Sombrin,nan,1,62798_1
67609,62784,Saulty,nan,1,62784_1
67610,62877,Warlincourt-lès-Pas,nan,1,62877_1
67614,6219,Busnes,nan,1,6219_1
67619,6212,Beugin,nan,1,6212_1
67620,62113,Berles-Monchel,nan,1,62113_1
67651,62373,Givenchy-lès-la-Bassée,nan,1,62373_1
67652,62006,Achiet-le-Petit,nan,1,62006_1
67653,6229,Écurie,nan,1,6229_1
67660,62146,Boiry-Saint-Martin,nan,1,62146_1
67662,622,Cambrin,nan,1,622_1
67663,62013,Agny,nan,1,62013_1
67745,62835,Valhuon,nan,1,62835_1
67749,62901,Wittes,nan,1,62901_1
67750,6218,Brias,nan,1,6218_1
67797,62511,Lignereuil,nan,1,62511_1
67842,62596,Mouriez,nan,1,62596_1
67846,62886,Wicquinghem,nan,1,62886_1
67847,6269,Raye-sur-Authie,nan,1,6269_1
67851,62635,Offin,nan,1,62635_1
67864,62692,Rebergues,nan,1,62692_1
67882,62449,Hesmond,nan,1,62449_1
67884,6253,Lottinghen,nan,1,6253_1
67886,62678,Quesques,nan,1,62678_1
67904,62404,Halloy,nan,1,62404_1
67946,6274,Sains-lès-Pernes,nan,1,6274_1
67952,62187,Buneville,nan,1,62187_1
68102,62416,Hautecloque,nan,1,62416_1
68103,62333,Fiefs,nan,1,62333_1
68104,62171,Boyaval,nan,1,62171_1
68105,62367,Gauchin-Verloingt,nan,1,62367_1
68106,62313,Estrée-Blanche,nan,1,62313_1
68108,62299,Eps,nan,1,62299_1
68109,62352,Framecourt,nan,1,62352_1
68110,62686,Ramecourt,nan,1,62686_1
68112,62791,Séricourt,nan,1,62791_1
68178,62691,Saint-Augustin,nan,1,62691_1
68216,62327,Febvin-Palfart,nan,1,62327_1
68220,62452,Heuringhem,nan,1,62452_1
68257,62442,Hernicourt,nan,1,62442_1
68269,62027,Ambrines,nan,1,62027_1
68344,62389,Grincourt-lès-Pas,nan,1,62389_1
68346,62649,Pas-en-Artois,nan,1,62649_1
68356,62221,Chelers,nan,1,62221_1
68358,62391,Guarbecque,nan,1,62391_1
68363,62232,La Comté,nan,1,62232_1
68364,62651,Penin,nan,1,62651_1
68365,6282,Tincques,nan,1,6282_1
68366,62092,Beaufort-Blavincourt,nan,1,62092_1
68367,62372,Givenchy-le-Noble,nan,1,62372_1
68376,62536,Magnicourt-en-Comte,nan,1,62536_1
68382,62385,Grand-Rullecourt,nan,1,62385_1
68401,62322,Famechon,nan,1,62322_1
68404,62243,Coullemont,nan,1,62243_1
68406,62407,Ham-en-Artois,nan,1,62407_1
68408,62269,Diéval,nan,1,62269_1
68412,62583,Mondicourt,nan,1,62583_1
68422,62642,Ourton,nan,1,62642_1
68436,62077,Bajus,nan,1,62077_1
68507,62623,Nouvelle-Église,nan,1,62623_1
68513,62621,Nortkerque,nan,1,62621_1
68514,62238,Conteville-en-Ternois,nan,1,62238_1
68515,62169,Bouvelinghem,nan,1,62169_1
68516,62677,Le Quesnoy-en-Artois,nan,1,62677_1
68532,62219,Caumont,nan,1,62219_1
68585,62436,Herlin-le-Sec,nan,1,62436_1
20392,63003,Ambert,63003_3,3,63003_3
20393,63003,Ambert,63003_4,4,63003_4
20396,6301,Arlanc,63010_1,1,6301_1
20397,63014,Aubière,63014_1,1,63014_1
20398,63014,Aubière,63014_2,2,63014_2
20399,63014,Aubière,63014_3,3,63014_3
20401,63032,Beaumont,63032_3,3,63032_3
20402,63032,Beaumont,63032_4,4,63032_4
20403,63032,Beaumont,63032_5,5,63032_5
20405,63014,Aubière,63014_4,4,63014_4
20406,63014,Aubière,63014_5,5,63014_5
20407,63019,Aulnat,63019_1,1,63019_1
20409,63019,Aulnat,63019_2,2,63019_2
20410,63019,Aulnat,63019_3,3,63019_3
20411,63022,Auzat-la-Combelle,63022_1,1,63022_1
20412,63022,Auzat-la-Combelle,63022_2,2,63022_2
20415,63032,Beaumont,63032_6,6,63032_6
20416,63032,Beaumont,63032_7,7,63032_7
20417,63032,Beaumont,63032_8,8,63032_8
20419,63022,Auzat-la-Combelle,63022_3,3,63022_3
20420,63026,Aydat,63026_2,2,63026_2
20421,63026,Aydat,63026_3,3,63026_3
20422,63026,Aydat,63026_4,4,63026_4
20423,63026,Aydat,63026_5,5,63026_5
20426,6304,Billom,63040_1,1,6304_1
20427,6304,Billom,63040_2,2,6304_2
20428,6304,Billom,63040_3,3,6304_3
20429,6304,Billom,63040_4,4,6304_4
20430,63042,Blanzat,63042_1,1,63042_1
20431,63003,Ambert,63003_1,1,63003_1
20432,63075,Chamalières,63075_3,3,63075_3
20433,63032,Beaumont,63032_1,1,63032_1
20434,63032,Beaumont,63032_2,2,63032_2
20435,63063,Cébazat,63063_1,1,63063_1
20436,63063,Cébazat,63063_2,2,63063_2
20437,63075,Chamalières,63075_4,4,63075_4
20438,63075,Chamalières,63075_5,5,63075_5
20439,63063,Cébazat,63063_3,3,63063_3
20440,63063,Cébazat,63063_4,4,63063_4
20441,63063,Cébazat,63063_5,5,63063_5
20442,63075,Chamalières,63075_6,6,63075_6
20443,63042,Blanzat,63042_2,2,63042_2
20444,63042,Blanzat,63042_3,3,63042_3
20445,63047,La Bourboule,63047_1,1,63047_1
20446,63075,Chamalières,63075_7,7,63075_7
20447,63075,Chamalières,63075_8,8,63075_8
20448,63063,Cébazat,63063_7,7,63063_7
20449,63069,Le Cendre,63069_1,1,63069_1
20450,63069,Le Cendre,63069_2,2,63069_2
20451,63069,Le Cendre,63069_4,4,63069_4
20452,6307,Ceyrat,63070_1,1,6307_1
20453,63075,Chamalières,63075_9,9,63075_9
20454,63047,La Bourboule,63047_2,2,63047_2
20455,6305,Brassac-les-Mines,63050_1,1,6305_1
20456,6307,Ceyrat,63070_4,4,6307_4
20457,6307,Ceyrat,63070_5,5,6307_5
20458,6307,Ceyrat,63070_6,6,6307_6
20459,63083,Chanat-la-Mouteyre,63083_1,1,63083_1
20460,63083,Chanat-la-Mouteyre,63083_2,2,63083_2
20461,63084,Chanonat,63084_1,1,63084_1
20462,63075,Chamalières,63075_1,1,63075_1
20463,63075,Chamalières,63075_1,1,63075_1
20464,63075,Chamalières,63075_11,11,63075_11
20465,63075,Chamalières,63075_12,12,63075_12
20466,63075,Chamalières,63075_13,13,63075_13
20467,63075,Chamalières,63075_2,2,63075_2
20468,6305,Brassac-les-Mines,63050_2,2,6305_2
20469,6305,Brassac-les-Mines,63050_3,3,6305_3
20470,63103,Châtel-Guyon,63103_2,2,63103_2
20471,63103,Châtel-Guyon,63103_4,4,63103_4
20472,63084,Chanonat,63084_2,2,63084_2
20473,63103,Châtel-Guyon,63103_5,5,63103_5
20474,63113,Clermont-Ferrand,63113_101,101,63113_101
20475,63113,Clermont-Ferrand,63113_102,102,63113_102
20476,63113,Clermont-Ferrand,63113_104,104,63113_104
20477,63113,Clermont-Ferrand,63113_105,105,63113_105
20478,63084,Chanonat,63084_3,3,63084_3
20479,63092,Charbonnières-les-Varennes,63092_1,1,63092_1
20480,63099,Châteaugay,63099_1,1,63099_1
20481,63113,Clermont-Ferrand,63113_106,106,63113_106
20482,63113,Clermont-Ferrand,63113_107,107,63113_107
20483,63113,Clermont-Ferrand,63113_108,108,63113_108
20484,63113,Clermont-Ferrand,63113_109,109,63113_109
20485,63113,Clermont-Ferrand,63113_11,11,63113_11
20486,63113,Clermont-Ferrand,63113_111,111,63113_111
20487,63099,Châteaugay,63099_2,2,63099_2
20488,63113,Clermont-Ferrand,63113_206,206,63113_206
20489,63113,Clermont-Ferrand,63113_207,207,63113_207
20490,63113,Clermont-Ferrand,63113_208,208,63113_208
20491,63113,Clermont-Ferrand,63113_209,209,63113_209
20492,63113,Clermont-Ferrand,63113_21,21,63113_21
20493,63099,Châteaugay,63099_3,3,63099_3
20494,63103,Châtel-Guyon,63103_1,1,63103_1
20495,63113,Clermont-Ferrand,63113_512,512,63113_512
20496,63113,Clermont-Ferrand,63113_112,112,63113_112
20497,63113,Clermont-Ferrand,63113_203,203,63113_203
20498,63113,Clermont-Ferrand,63113_204,204,63113_204
20499,63113,Clermont-Ferrand,63113_205,205,63113_205
20500,63113,Clermont-Ferrand,63113_404,404,63113_404
20501,63113,Clermont-Ferrand,63113_405,405,63113_405
20502,63113,Clermont-Ferrand,63113_513,513,63113_513
20503,63113,Clermont-Ferrand,63113_601,601,63113_601
20504,63113,Clermont-Ferrand,63113_602,602,63113_602
20505,63113,Clermont-Ferrand,63113_211,211,63113_211
20506,63113,Clermont-Ferrand,63113_301,301,63113_301
20507,63113,Clermont-Ferrand,63113_302,302,63113_302
20508,63113,Clermont-Ferrand,63113_303,303,63113_303
20509,63113,Clermont-Ferrand,63113_304,304,63113_304
20510,63113,Clermont-Ferrand,63113_305,305,63113_305
20511,63113,Clermont-Ferrand,63113_306,306,63113_306
20512,63113,Clermont-Ferrand,63113_307,307,63113_307
20513,63113,Clermont-Ferrand,63113_603,603,63113_603
20514,63113,Clermont-Ferrand,63113_406,406,63113_406
20515,63113,Clermont-Ferrand,63113_407,407,63113_407
20516,63113,Clermont-Ferrand,63113_408,408,63113_408
20517,63113,Clermont-Ferrand,63113_409,409,63113_409
20518,63113,Clermont-Ferrand,63113_501,501,63113_501
20519,63113,Clermont-Ferrand,63113_604,604,63113_604
20520,63113,Clermont-Ferrand,63113_605,605,63113_605
20521,63113,Clermont-Ferrand,63113_606,606,63113_606
20522,63113,Clermont-Ferrand,63113_308,308,63113_308
20523,63113,Clermont-Ferrand,63113_309,309,63113_309
20524,63113,Clermont-Ferrand,63113_31,31,63113_31
20525,63113,Clermont-Ferrand,63113_401,401,63113_401
20526,63113,Clermont-Ferrand,63113_402,402,63113_402
20527,63113,Clermont-Ferrand,63113_403,403,63113_403
20528,63113,Clermont-Ferrand,63113_607,607,63113_607
20529,63113,Clermont-Ferrand,63113_608,608,63113_608
20530,63113,Clermont-Ferrand,63113_502,502,63113_502
20531,63113,Clermont-Ferrand,63113_503,503,63113_503
20532,63113,Clermont-Ferrand,63113_504,504,63113_504
20533,63113,Clermont-Ferrand,63113_505,505,63113_505
20534,63113,Clermont-Ferrand,63113_506,506,63113_506
20535,63113,Clermont-Ferrand,63113_507,507,63113_507
20536,63113,Clermont-Ferrand,63113_609,609,63113_609
20537,63124,Cournon-d'Auvergne,63124_12,12,63124_12
20538,63124,Cournon-d'Auvergne,63124_13,13,63124_13
20539,63124,Cournon-d'Auvergne,63124_15,15,63124_15
20540,63124,Cournon-d'Auvergne,63124_2,2,63124_2
20541,63124,Cournon-d'Auvergne,63124_3,3,63124_3
20542,63113,Clermont-Ferrand,63113_61,61,63113_61
20543,63113,Clermont-Ferrand,63113_611,611,63113_611
20544,63113,Clermont-Ferrand,63113_612,612,63113_612
20545,63124,Cournon-d'Auvergne,63124_4,4,63124_4
20546,63124,Cournon-d'Auvergne,63124_6,6,63124_6
20547,63124,Cournon-d'Auvergne,63124_7,7,63124_7
20548,63124,Cournon-d'Auvergne,63124_8,8,63124_8
20549,63124,Cournon-d'Auvergne,63124_9,9,63124_9
20550,63113,Clermont-Ferrand,63113_508,508,63113_508
20551,63113,Clermont-Ferrand,63113_509,509,63113_509
20552,63113,Clermont-Ferrand,63113_51,51,63113_51
20553,63113,Clermont-Ferrand,63113_511,511,63113_511
20554,63164,Gerzat,63164_1,1,63164_1
20555,63164,Gerzat,63164_2,2,63164_2
20556,63124,Cournon-d'Auvergne,63124_1,1,63124_1
20557,63124,Cournon-d'Auvergne,63124_1,1,63124_1
20558,63124,Cournon-d'Auvergne,63124_11,11,63124_11
20559,63125,Courpière,63125_1,1,63125_1
20560,63125,Courpière,63125_2,2,63125_2
20561,63164,Gerzat,63164_3,3,63164_3
20562,63164,Gerzat,63164_5,5,63164_5
20563,63164,Gerzat,63164_7,7,63164_7
20564,63178,Issoire,63178_1,1,63178_1
20565,63195,Lezoux,63195_3,3,63195_3
20566,63195,Lezoux,63195_4,4,63195_4
20567,63199,Ludesse,63199_1,1,63199_1
20568,63178,Issoire,63178_1,1,63178_1
20569,63178,Issoire,63178_11,11,63178_11
20570,63178,Issoire,63178_2,2,63178_2
20571,63125,Courpière,63125_3,3,63125_3
20572,63199,Ludesse,63199_2,2,63199_2
20573,63203,Malauzat,63203_1,1,63203_1
20574,63206,Manzat,63206_1,1,63206_1
20575,63206,Manzat,63206_2,2,63206_2
20576,63178,Issoire,63178_3,3,63178_3
20577,63178,Issoire,63178_5,5,63178_5
20578,63178,Issoire,63178_6,6,63178_6
20579,63178,Issoire,63178_7,7,63178_7
20580,63141,Durtol,63141_1,1,63141_1
20581,63141,Durtol,63141_2,2,63141_2
20582,6316,Aulhat-Flat,63160_1,1,6316_1
20583,6316,Aulhat-Flat,63160_2,2,6316_2
20584,63163,Gelles,63163_2,nan,63163_nan
20585,6321,Maringues,63210_1,1,6321_1
20586,6321,Maringues,63210_2,2,6321_2
20587,63245,Mozac,63245_2,2,63245_2
20588,63245,Mozac,63245_3,3,63245_3
20589,63247,Murol,63247_1,1,63247_1
20590,63247,Murol,63247_2,2,63247_2
20591,63213,Les Martres-d'Artière,63213_1,1,63213_1
20592,63178,Issoire,63178_9,9,63178_9
20593,63193,Lempdes,63193_1,1,63193_1
20594,63193,Lempdes,63193_3,3,63193_3
20595,63193,Lempdes,63193_4,4,63193_4
20596,63254,Nohanent,63254_1,1,63254_1
20597,63254,Nohanent,63254_2,2,63254_2
20598,63255,Nonette-Orsonnette,63255_1,1,63255_1
20599,63255,Nonette-Orsonnette,63255_2,2,63255_2
20600,63213,Les Martres-d'Artière,63213_2,2,63213_2
20601,63214,Les Martres-de-Veyre,63214_1,1,63214_1
20602,63193,Lempdes,63193_5,5,63193_5
20603,63193,Lempdes,63193_6,6,63193_6
20604,63276,Peschadoires,63276_2,2,63276_2
20605,63282,Plauzat,63282_1,1,63282_1
20606,63214,Les Martres-de-Veyre,63214_3,3,63214_3
20607,63262,Orcet,63262_1,1,63262_1
20608,63262,Orcet,63262_2,2,63262_2
20609,63263,Orcines,63263_1,1,63263_1
20610,63226,Mur-sur-Allier,63226_1,1,63226_1
20611,63226,Mur-sur-Allier,63226_2,2,63226_2
20612,63263,Orcines,63263_3,3,63263_3
20613,63263,Orcines,63263_4,4,63263_4
20614,63282,Plauzat,63282_2,2,63282_2
20615,63284,Pont-du-Château,63284_1,1,63284_1
20616,63284,Pont-du-Château,63284_2,2,63284_2
20617,63284,Pont-du-Château,63284_3,3,63284_3
20618,63284,Pont-du-Château,63284_4,4,63284_4
20619,63284,Pont-du-Château,63284_5,5,63284_5
20620,63284,Pont-du-Château,63284_6,6,63284_6
20621,63284,Pont-du-Château,63284_7,7,63284_7
20622,63226,Mur-sur-Allier,63226_3,3,63226_3
20623,63227,Mirefleurs,63227_1,1,63227_1
20624,63227,Mirefleurs,63227_2,2,63227_2
20625,63284,Pont-du-Château,63284_8,8,63284_8
20626,63284,Pont-du-Château,63284_9,9,63284_9
20627,63291,Puy-Guillaume,63291_1,1,63291_1
20628,63265,Orléat,63265_1,1,63265_1
20629,63265,Orléat,63265_2,2,63265_2
20630,63234,Montaigut-le-Blanc,63234_1,1,63234_1
20631,63234,Montaigut-le-Blanc,63234_2,2,63234_2
20632,63244,Chambaron sur Morge,63244_1,1,63244_1
20633,63245,Mozac,63245_1,1,63245_1
20634,63271,Paslières,63271_1,1,63271_1
20635,63271,Paslières,63271_2,2,63271_2
20636,63272,Pérignat-lès-Sarliève,63272_1,1,63272_1
20637,63307,Romagnat,63307_7,7,63307_7
20638,63307,Romagnat,63307_8,8,63307_8
20639,63308,Royat,63308_1,1,63308_1
20640,63291,Puy-Guillaume,63291_2,2,63291_2
